Text,Score
وسبق ان افادت تسع وعشرون منظمه دوليه غير حكوميه، في تقرير، بان الجيش الاسرائيلي يشجع علي نهب المساعدات الانسانيه في قطاع غزه عن طريق مهاجمته قوات الشرطه الفلسطينيه، التي تتبع حركه حماس وتحاول تامين المساعدات,0.0
ويشير التقرير الي ان الجيش الاسرائيلي لا يمنع نهب شاحنات المساعدات ولا يمنع العصابات المسلحه من ابتزاز المال من المنظمات الانسانيه,0.0
ويذكر مسؤولون امريكيون وعاملون بمنظمات اغاثيه ان عمليات سرقه المساعدات اكبر عقبه امام توصيل الغذاء الي قطاع غزه الذي يعاني كل سكانه تقريبا من الجوع,0.0
غزه اليوم عام من تغطيه الحرب، فكيف كانت هذه المهمه؟,0.0
ما لا تقتله الصواريخ فوراً، قد تقتله ولو بعد حين,0.0
تخطي قصص مقترحه وواصل القراءه,0.0
القمه الخليجيه الـ تطالب بوقف جرائم القتل والعقاب الجماعي في غزه وتهجير السكان,0.0
كيف ستؤثر مذكرات الاعتقال بحق نتنياهو وغالانت علي حرب غزه ولبنان؟,1.1
حماس تؤكد انه لا صفقه لتبادل الرهائن والسجناء مع اسرائيل بدون وقف الحرب، وواشنطن تستخدم الفيتو بشان غزه,0.8
عشرات القتلي في قصف اسرائيلي عنيف علي شمال غزه، ووزير الدفاع الاسرائيلي السابق يحذر من حكم عسكري في القطاع,0.0
قصص مقترحه نهايه,0.0
وفي تقرير لها، نقلت صحيفه واشنطن بوست الاميركيه عن مصادر مختلفه معلومات تؤكد ان عصابات منظمه تسرق المساعدات بغزه وتعمل بحريه في مناطق يسيطر عليها الجيش الاسرائيلي,0.0
صدر الصوره،,0.0
وبحسب تقرير للصحيفه، فان منظمات اغاثه وشركات نقل اكدت ان العصابات المنظمه قتلت واختطفت سائقي شاحنات مساعدات بمحيط معبر كرم ابو سالم,0.0
واشارت مصادر عده الي ان السلطات الاسرائيليه رفضت معظم الطلبات باتخاذ تدابير افضل لحمايه القوافل في غزه، كما رفضت مناشدات بالسماح للشرطه المدنيه، التي تتبع حركه حماس في غزه، بحمايه الشاحنات,0.0
واشارت مذكره داخليه للامم المتحده، بحسب تقرير واشنطن بوست، الي ان عصابات سرقه المساعدات في غزه تستفيد من تساهل ان لم يكن حمايه من الجيش الاسرائيلي ، وان قائد عصابه انشا ما يشبه قاعده عسكريه بمنطقه سيطره للجيش الاسرائيلي,0.0
تخطي يستحق الانتباه وواصل القراءه,0.0
حسابنا الرسمي علي واتساب,0.0
تابعوا التغطيه الشامله من بي بي سي نيوز عربي علي واتساب,0.0
يستحق الانتباه نهايه,0.0
طفح الكيل حماس تنهب وتتاجر بالمساعدات الانسانيه وسكان القطاع يستاؤون ويكسرون حاجز الصمت ، هذه عباره نشرها منسق اعمال الحكومه الاسرائيليه في مناطق القطاع والضفه الغربيه علي موقعه علي فيسبوك,0.0
هذه العباره وغيرها تاتي ضمن اتهام تكرره اسرائيل دوما ضد حركه حماس، ولكن الي اي مدي تعد حماس ضالعه في نهب وسرقه المساعدات؟ وهل توفر غطاء للصوص للقيام بذلك؟,0.0
يقول سمير زقوت، نائب رئيس مركز الميزان لحقوق الانسان وهو ايضا نازح من شمال غزه الي محافظه الوسطي، لبي بي سي اسرائيل هي السبب في خلق تلك الازمه المتعلقه بسرقه المساعدات,0.0
ويضيف بان الجيش الاسرائيلي يستهدف قوات الشرطه الفلسطينيه كما تستهدف ايضا لجان الطوارئ واللجان الشعبيه التي تم تشكيلها لحمايه المساعدات فيما يعتبر تعمدا لنشر الفوضي وخلق حاله من الفلتان سمحت بظهور اللصوص وقطاع الطرق,0.0
وبينما يستبعد زقوت قيام حماس كحركه بالمشاركه في تلك السرقات، الا انه يقول ان افرادا من حماس ربما شاركوا في ذلك بشكل فردي، ولكن لا يوجد دليل واضح علي قيام الحركه بالسرقه بشكل مؤسسي,0.0
ويعتقد زقوت ان اسرائيل قادره علي حمايه المساعده بطرق عديده منها تسيير طائرات استطلاع لمرافقه القوافل وحمايتها، ولكن يبدو انها لا تريد ذلك,0.0
وافاد تقرير لصحيفه هارتس عن مصادر في منظمات الاغاثه الدوليه العامله في غزه، ان المسلحين المرتبطين بعشيرتين معروفتين في منطقه رفح، يقومون بعرقله جزء كبير من الشاحنات التي تدخل القطاع عبر معبر كرم ابو سالم، بطريقه ممنهجه، ومن خلال تحويل مسارها بشكل متعمد,0.0
صدر الصوره،,0.0
واكد التقرير ان قوات من الشرطه المحليه، حاولت في عده حالات التحرك ضد اللصوص، لكنهم تعرضوا لهجوم من قبل الجيش الاسرائيلي، الذي يعتبرهم جزءا من حماس,0.0
ووفق تقرير هارتس، فان حالات السرقه تضاعفت في الاسابيع الاخيره، الي حد ان طريق الشاحنات تم تحديده علي الخرائط الصادره عن الامم المتحده علي انه منطقه شديده الخطوره، بسبب انهيار النظام المدني بشكل رئيسي,0.0
وتدخل الشاحنات القطاع عبر معبر كرم ابو سالم، وتمر عبر منطقه سيطره الجيش الاسرائيلي عند محور فيلادلفيا، ثم تتجه شمالا نحو رفح، حيث يهاجمها المسلحون,0.0
ويقول بعض المطلعين علي عمليه نقل المساعدات ان المسلحين يوقفون الشاحنات باستخدام حواجز مؤقته، او عبر اطلاق النار علي اطارات الشاحنه، ثم يطالبون السائقين بدفع رسوم مرور بقيمه الف شيكل او سرقه ونهب البضائع,0.6
حماس تطارد اللصوص؟,0.0
ومؤخرا، بدات قوه سهم ، وهي قوه تنفيذيه خاصه داخل حركه حماس، حمله امنيه بهدف مطارده اللصوص ومن تصفهم الحركه بالمتعاونين مع اسرائيل، وتقوم بتصفيه واعدام من ترصده منهم,0.0
واكدت قناه الاقصي التلفزيونيه التابعه لحركه حماس نقلا عن مصادر لم تسمها الاثنين مقتل اكثر من شخصاً من افراد عصابات تقوم بسرقه شاحنات المساعدات في عمليه امنيه نفذتها الاجهزه الامنيه بالتعاون مع لجان عشائريه,0.0
وكانت الامم المتحده قد قالت لوكاله رويترز يوم الاثنين ان نحو شاحنه محمله بالطعام للفلسطينيين تعرضت لعمليه نهب باستخدام القوه يوم السبت الماضي، بعد دخولها الي قطاع غزه، في واحده من اسوا الخسائر في العمل الاغاثي خلال الحرب المستمره منذ شهرا في القطاع حيث يتفاقم الجوع,0.0
ومن جانبه، اتهم اسماعيل الثوابته، مدير مكتب الاعلام الحكومي التابع لحركه حماس في قطاع غزه، الجيش الاسرائيلي بتسهيل عمل عصابات مسلحه خارجه عن القانون لسرقه شاحنات المساعدات دون تدخل منه,0.0
واضاف الثوابته في تصريح له ان الجيش الاسرائيلي يمنع في الوقت ذاته عناصر الشرطه الفلسطينيه وشركات الحراسه الخاصه من تامين شاحنات المساعدات وسط تهديدات باستهدافها، مبينا ان ذلك يؤكد ان الهدف هو دخول المساعدات لا وصولها,0.0
ولفت الثوابته الي ان هذه العصابات تنشط في مساحه جغرافيه جنوب القطاع لا تستطيع الطواقم الشرطيه التحرك فيها بسبب خطوره الوضع الامني الذي يفرضه الجيش الاسرائيلي، ما يساهم في تازيم الاوضاع الانسانيه,0.0
معاناه وجوع وارتفاع اسعار,0.0
وادي شح المساعدات الوارده للقطاع ونهب معظمها ووقف منح اذون الاستيراد للتجار الي ازمه متفاقمه وارتفاع ضخم في اسعار السلع واختفاء بعضها,0.0
يقول ابو عواد شمالي، وهو احد تجار غزه لبي بي سي، ان عوامل عديده ساهمت في رفع الاسعار بشكل جنوني,0.0
ويجمل شمالي هذه العوامل في تعدد الوسطاء بين رام الله وغزه وارتفاع مبالغ التامين، التي تدفع لمجموعات مسلحه عشوائيه في رفح، لوصول البضاعه وعدم نهبها في الطريق وارتفاع تكاليف النقل بسبب غلاء السولار بشكل مبالغ فيه,0.0
وبرغم التامين، الا ان السرقات تتم وذلك لصعوبه وصول مجموعات للمناطق التي يتواجد بها اللصوص والتي غالبا تكون في طريق التفافي شرق رفح بالقرب من الحدود الاسرائيليه، بحسب شمالي,0.0
وتشكلت فرق تامين الشاحنات لصالح التجار ، وهي عباره عن مجموعات من فرق الحمايه تجمعها كل نحو عشره عائلات شرق رفح وتعمل علي تامين المرور بمقابل مادي، بحسب شمالي,0.0
الحرب طولت كثيرا واحنا فقدنا وظائفنا وما معنا سيوله نقديه لنتمكن من شراء اي مواد غذائيه، الله يكون في عون الشعب الغلبان مش عارف من وين يتلقاها من القصف والحرب ولا من اللصوص سارقي المساعدات يا رب ينتهي كل هذا وتدخل المساعدات بشكل طبيعي ، هذا جانب مما تحدثت به السيده نغم ثابت وهي ربه اسره ونازحه من شمال قطاع غزه الي مخيم دير البلح وسط القطاع حول عدم وصول مساعدات لها ولاسرتها,0.0
وتضيف ثابت المساعدات تاتي للشعب ولعامه الناس لا يجب مطلقا ان تتم سرقها، اللصوص يسرقوها ويعرضونها للبيع لنا في الاسواق باسعار جنونيه لم نكن ننظر سابقا الي تلك المساعدات لكنها الان باتت اساسيه لا غني عنها لانه لا بدائل اخري امامنا,0.0
صدر الصوره،,0.0
يقول احمد ابو قمر، وهو محلل اقتصادي وخبير مالي لبي بي سي وهو ايضا نازح من شمال غزه الي جنوبه، ان اسرائيل عملت منذ اليوم الاول علي استهداف قوات الامن ليس فقط للقضاء عليها وانما بهدف العمل علي تجريدها من اي شيء له علاقه بالحكم او بالاقتصاد,0.0
ويوضح ادي هذا الي خلق حاله من الفوضي تزامنت مع تقليل عدد الشاحنات التي تدخل الي قطاع غزه لقرابه عما كانت عليه قبل الحرب، وهذا ما يدفع المواطن جراء الحاجه الماسه الي الهجوم علي الشاحنات وسرقتها,0.0
ويضيف ابو قمر ان ذلك خطط مدروسه من الجانب الاسرائيلي كما هي الحرب بالضبط,0.0
وكانت تدخل الي قطاع غزه قبل الحرب قرابه الي شاحنه يوميا، وحاليا يعتقد ان متوسط الشاحنات التي تدخل يوميا لا تزيد علي شاحنه، معظمها تتم سرقته,0.0
وبحسب ابو قمر، تتحكم السوق السوداء الان بمجمل شرايين اقتصاد غزه فلا يوجد اقتصاد منظم ولا يوجد جهات حكوميه تستطيع السيطره علي الاسواق وسط وجود ايادي خفيه بسبب الحرب,0.0
ويطالب اهالي غزه ومنظمات اغاثيه دوليه ومراقبون اسرائيل بالسماح بدخول مزيد من شاحنات البضائع والمساعدات يوميا، وبالعمل علي تامينها من اسرائيل او مجموعات تامين موثوقه، وتطبيق القانون علي السارقين، حتي تتوفر السلع باسعارها وتقدم المساعدات للمحتاجين,0.0
كلمات مفتاحيه,0.0
الاراضي الفلسطينيه,0.0
المزيد حول هذه القصه,0.0
بعد تحذيرات منظمات دوليه كيف يقاسي سكان غزه الجوع وبرد الشتاء؟,0.0
بلينكن يدعو الي هدنه انسانيه طويله في غزه لايصال المساعدات، والجيش الاسرائيلي يواصل غاراته علي القطاع,0.0
حرب غزه لماذا تستمر اسرائيل في ارتكاب افعال تصفها الامم المتحده ومنظمات حقوقيه بانها اباده جماعيه و جريمه حرب ؟,1.6
الاخبار الرئيسيه,0.0
الجيش السوري يتصدي لهجوم قوات المعارضه في ريف دير الزرو، وغارات مركزه علي ريف ادلب وحماه,0.0
قبل ساعه واحده,0.0
من يرسم الخطوط بين تونس وليبيا؟,0.0
قائمه امراه من بي بي سي من هن المرشحات لهذا العام؟,0.0
الحرب في السودان بي بي سي تستمع لشهادات مؤلمه من سكان الجنينه المنكوبه,0.0
ديسمبر كانون الاول,0.0
حلب قصه جوهره سوريا التي صهرتها الحرب,0.0
من شن الهجوم علي غرب حلب ولماذا الان؟,0.0
اينشتاين قصه عبقري كان الفيزيائي الاكثر تاثيراً في القرن العشرين,0.0
نظام روما حين سعي العالم لمحكمه دوليه تُحاسب مجرمي الحروب,0.0
الاكثر قراءه,0.0
من هو ابو محمد الجولاني زعيم هيئه تحرير الشام؟,0.0
ماذا يحدث في شمال غرب سوريا، ولماذا الان؟,0.0
الجيش السوري يتصدي لهجوم قوات المعارضه في ريف دير الزرو، وغارات مركزه علي ريف ادلب وحماه,0.0
ماذا نعرف عن هجوم ايران علي اسرائيل بالصواريخ؟,0.0
اخر تحديث اكتوبر تشرين الاول,0.0
داوود حسين ونوال الكويتيه بدون جنسيه بعد القرار الجديد في الكويت,0.0
ماذا لو قرّرت النساء الاضراب عن الجنس؟,0.0
ما مواقف كل من ايران واسرائيل ومصر والامارات من الهجوم علي حلب؟,0.0
الملكه كاميلا تتغيب عن مراسم استقبال امير قطر بسبب اصابتها بعدوي في الصدر,0.0
اليوم العالمي لذوي الاعاقه تعرّف علي الرجل الذي حكم اعظم دوله من فوق كرسي متحرك,0.0
قتلي وجرحي في غارات اسرائيليه علي جنوب لبنان ردا علي قصف لحزب الله,0.9
لماذا يمكنك الاعتماد علي اخبار بي بي سي,0.0
شروط الاستخدام,0.0
عن بي بي سي,0.0
سياسه الخصوصيه,0.0
ملفات الارتباط,0.0
اتصل بـ بي بي سي,0.0
بي بي سي بي بي سي ليست مسؤوله عن محتوي المواقع الخارجيه,0.0
سياستنا بخصوص الروابط الخارجيه,0.0
حزب الله واسرائيل مقتل شخصاً في غاره اسرائيليه علي بلده برجا جنوب بيروت، ونداءات امميه لـ تلبيه الاحتياجات العاجله للمتضررين عربي,0.0
الصراع الفلسطيني الاسرائيلي اسرائيل حرب غزه حزب الله لبنان,2.4
عربي حزب الله واسرائيل مقتل شخصاً في غاره اسرائيليه علي بلده برجا جنوب بيروت، ونداءات امميه لـ تلبيه الاحتياجات العاجله للمتضررين حزب الله واسرائيل مقتل شخصاً في غاره اسرائيليه علي بلده برجا جنوب بيروت، ونداءات امميه لـ تلبيه الاحتياجات العاجله للمتضررين افادت وزاره الصحه اللبنانيه في بيان بان غاره اسرائيليه علي برجا جنوب بيروت ادت في حصيله اوليه الي قتل خمسه عشر شخصاً حرب غزه اسرائيل الصراع الفلسطيني الاسرائيلي لبنان حزب الله عربي,0.6
شاهد البث المباشر,0.0
مقتل شخصاً في غاره اسرائيليه علي بلده برجا جنوب بيروت، ونداءات امميه لـ تلبيه الاحتياجات العاجله للمتضررين,0.0
صدر الصوره،,0.0
التعليق علي الصوره،,0.0
يقف رجل انقاذ في مبني تضرر في اعقاب غاره اسرائيليه في الجيه جنوب بيروت نوفمبر تشرين الثاني,0.0
نوفمبر تشرين الثاني,0.0
اعلنت وزاره الصحه اللبنانيه مساء الثلاثاء، مقتل شخصاً علي الاقل في غاره اسرائيليه استهدفت مبني في بلده برجا جنوب العاصمه بيروت,0.0
وقالت الوزاره ان غاره اسرائيليه استهدفت بلده برجا الساحليه التي تبعد قرابه كيلومتراً الي الجنوب من بيروت، ما ادي الي مقتل خمسه عشر شخصاً في حصيله اوليه قبل ان تعلن ارتفاع الحصيله الي شخصاً، مشيره الي ان عمليات الانقاذ ورفع الانقاض ما زالت مستمره,0.0
وكانت وزاره الصحه اللبنانيه قد اعلنت في وقت سابق الثلاثاء، سقوط قتيل واحد و جريحاً علي الاقل خلال غاره اسرائيليه علي بلده الجيه المجاوره لبرجا,0.0
وقالت وكاله الانباء اللبنانيه ان غارات اسرائيليه اخري، استهدفت الثلاثاء عده مناطق في جنوب لبنان، بينها بنت جبيل التي تحاول القوات الاسرائيليه التقدم في محيطها,0.7
وفي شرق لبنان، استهدفت غارات اسرائيليه سياره كانت تقل اسره نازحه من بعلبك الي بلده طليا، ما اسفر عن مقتل ثلاثه اشقاء واصابه والدتهم بجروح، بحسب وكاله الانباء اللبنانيه,0.7
تخطي قصص مقترحه وواصل القراءه,0.0
قصف اسرائيلي مكثف علي بيروت والضاحيه الجنوبيه، وترقب لاتفاق لوقف اطلاق النار في لبنان,1.9
الجيش الروسي يعلن مساعده الجيش السوري في صد فصائل معارضه، وبلينكن يشدد علي ضروره وقف التصعيد,0.8
اسرائيل تنفّذ ضربات في لبنان بعد رصد انشطه شكلت تهديداً رغم اتفاق وقف اطلاق النار,2.7
نعيم قاسم حزب الله حقق انتصاراً كبيراً في مواجهه اسرائيل، والجيش الاسرائيلي يحظر العوده الي قريه جنوب لبنان,0.8
قصص مقترحه نهايه,0.0
من جهته، اعلن حزب الله الثلاثاء استهداف تجمعات لجنود اسرائيليين وقواعد عسكريه وبلدات في شمال اسرائيل,0.0
فيما قال الجيش الاسرائيلي انه رصد حوالي قذيفه اطلقها حزب الله، عبرت من لبنان الي اسرائيل الثلاثاء,0.9
هل يمكن ان تنجح مفاوضات وقف الحرب بين اسرائيل وحزب الله؟,1.1
مقتل سته من طواقم الاسعاف في غارات اسرائيليه جنوب لبنان,1.1
صدر الصوره،,0.0
التعليق علي الصوره،,0.0
مركبات تابعه للجنه الدوليه للصليب الاحمر متوقفه امام مستشفي رفيق الحريري الجامعي في يوم افتتاح مركز لعلاج الصدمات في بيروت، لبنان، اكتوبر تشرين الاول,0.7
وعلي صعيد اخر، وجّه الصليب الاحمر الدولي الثلاثاء، نداء عاجلاً لجمع اكثر من مليون دولار للتعامل مع الاحتياجات المتزايده في لبنان حسبما نقلت عنه وكاله فرانس برس,0.7
واوضحت الوكاله ان الاتحاد الدولي لجمعيات الصليب الاحمر والهلال الاحمر اطلق مناشده لجمع مليون فرنك سويسري مليون دولار للمساعده في تقديم مساعدات فوريه وبعيده الامد لنحو الف شخص تاثروا بالنزاع,0.0
ومن المفترض ان تخصص الاموال كذلك، لدعم خدمات الاسعاف الحيويه باداره الصليب الاحمر اللبناني,0.0
وقال الامين العام للاتحاد الدولي لجمعيات الصليب الاحمر والهلال الاحمر جاغان تشاباغين الذي يزور بيروت حالياً، ان الاحتياجات الانسانيه في لبنان تتزايد يوماً تلو الاخر,0.7
واضاف في بيان، ان الاموال التي ستُجمع في اطار هذا النداء ستسمح للصليب الاحمر اللبناني بمواصله برامجه المنقذه للارواح والوصول الي عدد اكبر بكثير من الناس، وسيكون تاثيرها ايجابي بشكل كبير ، مضيفاً ان الاحتياجات هائله ، وحضّ المانحين المحتملين علي القيام بكل ما في وسعهم للمساهمه,0.0
صور الاقمار الصناعيه تكشف شده القصف الاسرائيلي علي لبنان,1.2
حاجه هائله لسلع اساسيه,0.0
تخطي يستحق الانتباه وواصل القراءه,0.0
حسابنا الرسمي علي واتساب,0.0
تابعوا التغطيه الشامله من بي بي سي نيوز عربي علي واتساب,0.0
يستحق الانتباه نهايه,0.0
ياتي نداء الصليب الاحمر الدولي لجمع المساعدات للبنان، بعد اكثر من شهر من الغارات الجويه الاسرائيليه علي مواقع في جنوب لبنان والضاحيه الجنوبيه لبيروت ومنطقه البقاع، وبدات في من سبتمبر ايلول الماضي، وتبعتها بعد اسبوع عمليه بريّه في جنوب لبنان,0.9
وقُتل اكثر من ثلاثه الاف شخص في لبنان منذ بدء القصف المتبادل بين حزب الله واسرائيل في اكتوبر تشرين الاول ، بحسب وزاره الصحه اللبنانيه، بينهم شخصاً علي الاقل قتلوا منذ سبتمبر ايلول، بحسب وكاله فرانس برس,0.5
كما دفعت الحرب اكثر من مليون شخص للنزوح من منازلهم، اذ نزح اكثر من الف داخل البلاد، وفق بيانات الامم المتحده، بينما تقول السلطات اللبنانيه ان اكثر من نصف مليون شخص عبروا الحدود الي سوريا، معظمهم سوريون,0.0
وشدد الاتحاد الدولي لجمعيات الصليب الاحمر والهلال الاحمر علي اهميه زياده المساعدات في ظل نزوح عدد كبير من الاشخاص واقتراب فصل الشتاء,0.0
وقالت مديره عمليات الاتحاد في بيروت لوتي روبرت في بيان نري حاجه هائله لسلع اساسيه لمساعده مئات الاف الاشخاص الذين فروا من منازلهم,0.0
واضافت ان العوده الي منازلهم ليست خياراً في هذه اللحظه، اذ ان مناطق النزاع ما زالت خطيره جداً، اضافه الي شعورنا بالقلق علي سلامه جميع العاملين في مجال الصحه بمن فيهم متطوعو الصليب الاحمر اللبناني، خصوصاً في جنوب لبنان,0.5
وتاتي المناشده بعدما جمع مؤتمر للمانحين استضافته باريس الشهر الماضي نحو مليون دولار كتعهّدات من اجل تقديم مساعدات في لبنان,0.8
وشددت الامم المتحده الاسبوع الماضي علي ضروره تحويل هذه التعهّدات الي اموال نقديه، مشيره الي ان نداءً اممياً اخر لجمع مليون دولار من اجل لبنان اُطلق قبل اكثر من شهر، لم يحقق الا نسبه في المئه من المبلغ المستهدف,0.5
كلمات مفتاحيه,0.0
الصراع الفلسطيني الاسرائيلي,0.0
المزيد حول هذه القصه,0.0
الابرار البحري ، تعرَف علي ابرز المصطلحات العسكريه التي نسمعها في الاخبار,0.0
ارتفاع حصيله قتلي الحرب في لبنان واليونيفيل تسحب قواتها من موقع مراقبه دائم,1.0
اكتوبر تشرين الاول,0.0
حزب الله يعلن استهداف قاعدتين عسكريتين اسرائيلتين ، ونتنياهو يتوعد برد حازم خلال زيارته للحدود الشماليه,0.0
الاخبار الرئيسيه,0.0
الجيش السوري يتصدي لهجوم قوات المعارضه في ريف دير الزرو، وغارات مركزه علي ريف ادلب وحماه,0.0
قبل ساعه واحده,0.0
من يرسم الخطوط بين تونس وليبيا؟,0.0
قائمه امراه من بي بي سي من هن المرشحات لهذا العام؟,0.0
الحرب في السودان بي بي سي تستمع لشهادات مؤلمه من سكان الجنينه المنكوبه,0.0
ديسمبر كانون الاول,0.0
حلب قصه جوهره سوريا التي صهرتها الحرب,0.0
من شن الهجوم علي غرب حلب ولماذا الان؟,0.0
اينشتاين قصه عبقري كان الفيزيائي الاكثر تاثيراً في القرن العشرين,0.0
نظام روما حين سعي العالم لمحكمه دوليه تُحاسب مجرمي الحروب,0.0
الاكثر قراءه,0.0
من هو ابو محمد الجولاني زعيم هيئه تحرير الشام؟,0.0
ماذا لو قرّرت النساء الاضراب عن الجنس؟,0.0
ماذا يحدث في شمال غرب سوريا، ولماذا الان؟,0.0
داوود حسين ونوال الكويتيه بدون جنسيه بعد القرار الجديد في الكويت,0.0
ماذا نعرف عن هجوم ايران علي اسرائيل بالصواريخ؟,0.0
اخر تحديث اكتوبر تشرين الاول,0.0
الجيش السوري يتصدي لهجوم قوات المعارضه في ريف دير الزرو، وغارات مركزه علي ريف ادلب وحماه,0.0
الملكه كاميلا تتغيب عن مراسم استقبال امير قطر بسبب اصابتها بعدوي في الصدر,0.0
ما مواقف كل من ايران واسرائيل ومصر والامارات من الهجوم علي حلب؟,0.0
اليوم العالمي لذوي الاعاقه تعرّف علي الرجل الذي حكم اعظم دوله من فوق كرسي متحرك,0.0
لماذا يمكنك الاعتماد علي اخبار بي بي سي,0.0
شروط الاستخدام,0.0
عن بي بي سي,0.0
سياسه الخصوصيه,0.0
ملفات الارتباط,0.0
اتصل بـ بي بي سي,0.0
بي بي سي بي بي سي ليست مسؤوله عن محتوي المواقع الخارجيه,0.0
سياستنا بخصوص الروابط الخارجيه,0.0
